payment_id,sale_id,payment_date,payment_method,payment_status,amount
1110,1110,2025-04-21,Cash,Paid,4050.0
1111,1111,2025-01-20,UPI,Paid,88000.0
1112,1112,2025-09-05,Cash,Paid,100800.0
1113,1113,2025-09-26,Wallet,Paid,25000.0
1114,1114,2025-09-22,UPI,Paid,49600.0
1115,1115,2025-07-18,Cash,Pending,5850.0
1116,1116,2025-01-23,Net Banking,Paid,2160.0
1117,1117,2025-01-24,Cash,Paid,5850.0
1118,1118,2025-11-24,Debit Card,Paid,3240.0
1119,1119,2025-05-22,Debit Card,Paid,1620.0
1120,1120,2025-03-18,Wallet,Paid,1200.0
1121,1121,2025-04-16,Cash,Paid,81000.0
1122,1122,2025-03-14,UPI,Failed,0.0
1123,1123,2025-02-06,Net Banking,Paid,12800.0
1124,1124,2025-01-26,Net Banking,Paid,62000.0
1125,1125,2025-07-16,Debit Card,Paid,273600.0
1126,1126,2025-12-27,Cash,Failed,0.0
1127,1127,2025-06-09,UPI,Pending,17600.0
1128,1128,2025-10-18,Debit Card,Pending,57600.0
1129,1129,2025-06-08,Credit Card,Paid,20900.0
1130,1130,2025-04-25,Cash,Paid,8160.0
1131,1131,2025-04-04,Wallet,Failed,0.0
1132,1132,2025-09-07,Wallet,Paid,50400.0
1133,1133,2025-09-03,Net Banking,Paid,119700.0
1134,1134,2025-09-18,Debit Card,Paid,75000.0
1135,1135,2025-06-04,Net Banking,Paid,5950.0
1136,1136,2025-05-03,Credit Card,Paid,35200.0
1137,1137,2025-07-16,Cash,Pending,4675.0
1138,1138,2025-08-11,Wallet,Paid,2090.0
1139,1139,2025-12-06,UPI,Paid,224000.0
1140,1140,2025-10-31,Debit Card,Paid,7000.0
1141,1141,2025-08-16,Credit Card,Paid,4500.0
1142,1142,2025-12-17,Credit Card,Paid,30000.0
1143,1143,2025-11-27,Net Banking,Failed,0.0
1144,1144,2025-10-25,Net Banking,Paid,13680.0
1145,1145,2025-08-20,Cash,Failed,0.0
1146,1146,2025-04-11,UPI,Failed,0.0
1147,1147,2025-08-11,Credit Card,Paid,150000.0
1148,1148,2025-11-10,Debit Card,Paid,75000.0
1149,1149,2025-07-09,UPI,Paid,261000.0
1150,1150,2025-02-26,UPI,Paid,210800.0
1151,1151,2025-11-17,UPI,Paid,8160.0
1152,1152,2025-08-11,Net Banking,Paid,140600.0
1153,1153,2025-04-07,Debit Card,Paid,8360.0
1154,1154,2025-05-28,Debit Card,Paid,62000.0
1155,1155,2025-11-28,Credit Card,Failed,0.0
1156,1156,2025-02-13,UPI,Failed,0.0
1157,1157,2025-11-16,Credit Card,Failed,0.0
1158,1158,2025-07-16,UPI,Pending,58000.0
1159,1159,2025-10-23,Debit Card,Paid,22045.5
1160,1160,2025-07-30,Credit Card,Pending,16500.0
1161,1161,2025-10-18,Net Banking,Pending,1920.0
1162,1162,2025-12-20,Cash,Paid,100800.0
1163,1163,2025-09-22,Credit Card,Paid,6175.0
1164,1164,2025-08-30,UPI,Pending,8995.5
1165,1165,2025-11-10,Debit Card,Paid,880.0
1166,1166,2025-08-21,Cash,Paid,1785.0
1167,1167,2025-06-30,Net Banking,Paid,810.0
1168,1168,2025-10-16,UPI,Failed,0.0
1169,1169,2025-10-21,UPI,Paid,34000.0
1170,1170,2025-05-27,Net Banking,Paid,360000.0
1171,1171,2025-05-23,UPI,Paid,167400.0
1172,1172,2025-05-12,Credit Card,Paid,9495.25
1173,1173,2025-10-30,Wallet,Paid,119700.0
1174,1174,2025-05-14,Net Banking,Failed,0.0
1175,1175,2025-06-25,Debit Card,Paid,67200.0
1176,1176,2025-07-31,UPI,Paid,8360.0
1177,1177,2025-04-18,UPI,Paid,4409.1
1178,1178,2025-03-01,Wallet,Paid,134400.0
1179,1179,2025-06-04,Credit Card,Pending,3398.3
1180,1180,2025-12-16,Debit Card,Paid,6270.0
1181,1181,2025-09-29,Net Banking,Failed,0.0
1182,1182,2025-12-14,Wallet,Paid,5850.0
1183,1183,2025-08-10,Debit Card,Paid,14850.0
1184,1184,2025-05-17,Debit Card,Pending,89600.0
1185,1185,2025-12-12,Net Banking,Paid,39600.0
1186,1186,2025-12-13,Debit Card,Paid,340000.0
1187,1187,2025-12-11,UPI,Pending,224000.0
1188,1188,2025-09-26,Cash,Paid,7980.0
1189,1189,2025-05-26,UPI,Paid,22000.0
1190,1190,2025-01-30,Wallet,Paid,34000.0
1191,1191,2025-12-29,Cash,Paid,122400.0
1192,1192,2025-12-03,Debit Card,Paid,11000.0
1193,1193,2025-12-23,Cash,Paid,112000.0
1194,1194,2025-11-24,Credit Card,Paid,3240.0
1195,1195,2025-03-24,Net Banking,Paid,47600.0
1196,1196,2025-07-18,Debit Card,Paid,165300.0
1197,1197,2025-08-14,Cash,Paid,10625.0
1198,1198,2025-04-02,Net Banking,Paid,4250.0
1199,1199,2025-04-22,Net Banking,Paid,19800.0
1200,1200,2025-02-22,Wallet,Pending,252000.0
